1;07.04.2024;22.16;11;*.7;10;7;-1.975;-0.012;2093154;0;0
2;07.04.2024;22.17;11;X.0;10;0;-7.304;-0.479;2136384;0;0
3;07.04.2024;22.17;11;9.4;9;4;-3.842;11.580;2168570;0;0
4;07.04.2024;22.18;11;*.5;10;5;1.245;3.591;2210755;0;0
5;07.04.2024;22.19;11;9.3;9;3;4.177;12.850;2244987;0;0
6;07.04.2024;22.19;11;X.1;10;1;-1.592;6.573;2282850;0;0
7;07.04.2024;22.20;11;*.4;10;4;-2.155;3.903;2326762;0;0
8;07.04.2024;22.21;11;9.2;9;2;2.741;13.689;2359542;0;0
9;07.04.2024;22.21;11;X.3;10;3;-2.083;4.932;2398977;0;0
10;07.04.2024;22.22;11;X.1;10;1;6.070;2.310;2432175;0;0
11;07.04.2024;22.22;11;9.3;9;3;11.015;6.679;2465527;0;0
12;07.04.2024;22.23;11;*.6;10;6;1.628;1.916;2512343;0;0
13;07.04.2024;22.24;11;*.7;10;7;1.077;1.221;2551822;0;0
14;07.04.2024;22.24;11;X.0;10;0;2.490;-7.231;2585141;0;0
15;07.04.2024;22.25;11;9.8;9;8;1.963;-8.596;2616106;0;0
16;07.04.2024;22.26;11;*.3;10;3;-1.233;-5.088;2657983;0;0
17;07.04.2024;22.26;11;X.0;10;0;-0.778;-7.913;2697154;0;0
18;07.04.2024;22.27;11;9.5;9;5;10.967;-3.901;2742694;0;0
19;07.04.2024;22.28;11;9.2;9;2;13.699;1.579;2783284;0;0
20;07.04.2024;22.28;11;*.4;10;4;4.034;0.874;2815063;0;0
21;07.04.2024;22.29;11;9.2;9;2;12.859;6.270;2843784;0;0
22;07.04.2024;22.29;11;*.7;10;7;-0.275;-2.262;2880062;0;0
23;07.04.2024;22.30;11;*.8;10;8;1.269;-0.144;2940991;0;0
24;07.04.2024;22.31;11;9.0;9;0;-6.856;-14.068;2970229;0;0
25;07.04.2024;22.31;11;9.8;9;8;-0.299;-9.182;2998565;0;0
26;07.04.2024;22.32;11;X.2;10;2;-1.688;-5.542;3028738;0;0
27;07.04.2024;22.32;11;*.6;10;6;1.376;2.597;3053686;0;0
28;07.04.2024;22.33;11;X.1;10;1;-1.209;-6.978;3078535;0;0
29;07.04.2024;22.33;11;X.2;10;2;2.896;5.506;3114098;0;0
30;07.04.2024;22.34;11;*.6;10;6;3.004;0.706;3142544;0;0
31;07.04.2024;22.34;11;*.6;10;6;0.359;2.920;3183222;0;0
32;07.04.2024;22.35;11;X.1;10;1;6.535;-1.077;3212020;0;0
33;07.04.2024;22.35;11;X.1;10;1;-5.122;-4.045;3238717;0;0
34;07.04.2024;22.36;11;X.0;10;0;-4.787;-5.481;3262059;0;0
35;07.04.2024;22.36;11;*.3;10;3;2.741;-4.392;3285434;0;0
36;07.04.2024;22.37;11;*.8;10;8;0.012;-1.496;3318291;0;0
37;07.04.2024;22.37;11;X.1;10;1;2.513;6.726;3344734;0;0
38;07.04.2024;22.38;11;*.8;10;8;1.280;0.850;3372520;0;0
39;07.04.2024;22.38;11;X.0;10;0;4.260;6.702;3399723;0;0
40;07.04.2024;22.38;11;X.1;10;1;-5.217;4.188;3425716;0;0
41;07.04.2024;22.39;11;9.9;9;9;-7.192;3.793;3450675;0;0
42;07.04.2024;22.39;11;X.2;10;2;-3.338;4.918;3474369;0;0
43;07.04.2024;22.40;11;*.6;10;6;-2.286;-1.591;3499867;0;0
44;07.04.2024;22.40;11;*.4;10;4;-4.009;0.227;3521548;0;0
45;07.04.2024;22.40;11;*.4;10;4;-0.371;-4.176;3545418;0;0
46;07.04.2024;22.41;11;*.3;10;3;-4.260;-2.728;3571235;0;0
47;07.04.2024;22.41;11;9.6;9;6;6.940;-8.783;3598438;0;0
48;07.04.2024;22.42;11;9.6;9;6;9.669;-5.192;3624838;0;0
49;07.04.2024;22.42;11;9.8;9;8;8.724;-3.434;3663723;0;0
50;07.04.2024;22.43;11;*.5;10;5;-1.807;-3.266;3691168;0;0
